adsh,tag,ddate,qtrs,value,footnote,cik,name,sic,form
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,2798000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,2475000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,13798000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,47292000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,347400000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,2000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,9529000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1158000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,18411000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,109001000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,3801000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,35578000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,54000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,83383000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1217000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,334000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,11566000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,11114000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,8262000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,779000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1453000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,947000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,222346000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1109000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,7151000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1622000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,58543000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,35407000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,7035000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,381000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,46000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,26400000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,89094000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,17630000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,82508000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,17733000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,300108000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,398682000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,200576000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,37089000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,5818000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,383494000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,30432000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,14036000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,15188000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,8080000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,30344000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,2295000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,12169000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1513000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,43124000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,812771000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,2475000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,4871000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,38511000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,45351000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,5761000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,5761000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,121023000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,19295000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,110454000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,36089000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,10167000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,25204000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,7151000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,54000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,307000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,29179000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,29963000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,5588000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,5588000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1158000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,4459000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,1253000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,861000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,162510000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,7352000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,0.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,171000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,152981000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,45741000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,3577000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,9630000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0000891478-26-000030,MaximumExposureToCreditRisk,20251231,0,183686000000.0000,,891478,"BANCO SANTANDER, S.A.",6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,10000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,241000000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,270000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,930000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,1680000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,30000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,450000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,930000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,239000000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,6600000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,44650000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,940000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,44650000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,4730000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,2000000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,10000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,450000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,30000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,53690000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,2620000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,45370000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,270000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,1720000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,0.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001027552-26-000038,MaximumExposureToCreditRisk,20251231,0,4730000.0000,,1027552,BANCO SANTANDER CHILE,6029,20-F
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20241231,4,37140000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20241231,4,24635000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20241231,4,41738000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20241231,4,1053938000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20241231,4,787849000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20241231,4,283302000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,34932000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,21430000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,32252000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,1146541000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,760531000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001057706-26-000007,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,191879000.0000,,1057706,FIRST BANCORP /PR/,6022,10-K
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,9000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,5000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,4300000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,389000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,71000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,362000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,5004000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,22867000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,663000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,674000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,1496000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,2313000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,4300000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,22000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,14035000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,41796000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,38000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,2310000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,1495000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,2000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,205166000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,0.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
0001086888-26-000003,MaximumExposureToCreditRisk,20241231,0,20000000.0000,,1086888,MANULIFE FINANCIAL CORP,6311,40-F
