adsh,tag,ddate,qtrs,value,footnote,cik,name,sic,form
0001533232-26-000011,MaximumExposureToCreditRisk,20241231,0,3556000000.0000,,1533232,BROOKFIELD RENEWABLE PARTNERS L.P.,4911,20-F
0001533232-26-000011,MaximumExposureToCreditRisk,20251231,0,4184000000.0000,,1533232,BROOKFIELD RENEWABLE PARTNERS L.P.,4911,20-F
0001590895-26-000011,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20241231,4,0.0000,,1590895,"CAESARS ENTERTAINMENT, INC.",7011,10-K
0001590895-26-000011,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,0.0000,,1590895,"CAESARS ENTERTAINMENT, INC.",7011,10-K
0001628280-26-006635,ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,20251231,4,91700000.0000,,1529377,ARES COMMERCIAL REAL ESTATE CORP,6798,10-K
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,7176000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,49403000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,204842000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,22286000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,6995000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,22953000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,214522000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,2176000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,955000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,39058000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,28569000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,7963000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,23294000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,214283000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,81619000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,410590000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,73590000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,229000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,14444000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,34105000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,15000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,336533000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,147376000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,14478000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,62289000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,3234000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,183503000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,187000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,60255000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,17612000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,0.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,91086000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,290000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,8066000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,8737000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,43151000000.0000,"(3) In South America, BBVA Group operates mainly in Argentina, Colombia, Peru and Uruguay.",842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,388912000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,484000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,48747000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,39854000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,17498000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,4589000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,15299000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,42577000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,771000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,32000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,1217000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,8411000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,12000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,2000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,1094000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,0.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,13271000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,0.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,37935000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,8886000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,37935000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,5326000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,106749000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,154519000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,904889000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,904889000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,37935000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,152868000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,636000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,1030000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,336533000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,25000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,0.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,175337000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,164000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,13072000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,7176000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,463130000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,18000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,38061000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,177009000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,2472000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,5520000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,1719000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,36237000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,145837000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,17478000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,61047000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,690606000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,21000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,388912000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,108000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,336533000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,1069000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,998000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,49544000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,18839000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,14444000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,4738000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,26000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,14444000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,11000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,26000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,23105000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,2087000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,165000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20231231,0,388912000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,8261000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,58887000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,253291000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,18396000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,6147000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,15637000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,232185000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,2262000000.0000,"(3) In South America, BBVA Group operates mainly in Argentina, Colombia, Peru and Uruguay.",842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,836000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,50083000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,27955000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,9782000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,22133000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,262233000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,83053000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,467910000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,38230000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,192000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,14211000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,42708000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,23000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,378104000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,182830000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,14246000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,59115000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,5534000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,208969000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,471000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,55315000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,21513000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,0.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,91717000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,358000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,7579000000.0000,"(1) Spain includes all countries where BBVA, S.A. operates.",842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,10546000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,48897000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,424087000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,407000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,53229000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,48948000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,22668000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,6760000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,12780000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,51215000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,2309000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,34000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,1451000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,8150000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,12000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,2000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,1205000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,0.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,17524000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,0.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,31772000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,9158000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,31772000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,5524000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,72945000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,179727000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,972990000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,972990000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
0001628280-26-010001,MaximumExposureToCreditRisk,20241231,0,31772000000.0000,,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,20-F
